Id,Date,TotalSteps,TotalDistance,SedentaryMinutes,TotalActiveMinutes,Calories
8053475328,2016-04-27,12422,9.81999969482422,1187,253,2852
8877689391,2016-05-08,10686,8.10999965667725,1174,266,2847
7086361926,2016-04-22,9753,6.53000020980835,762,270,2846
8583815059,2016-05-10,8240,6.42999982833862,1226,214,2846
8053475328,2016-04-26,12685,9.61999988555908,1182,258,2846
6290855005,2016-04-30,6744,5.09999990463257,1116,324,2843
6290855005,2016-04-19,7142,5.40000009536743,1119,321,2839
7007744171,2016-04-28,15128,10.1199998855591,1007,433,2836
8877689391,2016-05-10,10733,8.14999961853027,1187,253,2832
7007744171,2016-04-18,14816,10.9799995422363,1077,363,2832
7007744171,2016-04-27,13541,10.2200002670288,1041,399,2830
4020332650,2016-05-03,4496,3.22000002861023,950,174,2828
6117666160,2016-04-16,14450,10.9099998474121,502,540,2828
8877689391,2016-05-03,10818,8.21000003814697,1189,251,2817
4702921684,2016-04-19,6708,5.44000005722046,757,197,2812
7007744171,2016-04-19,14194,10.4799995422363,1066,374,2812
8583815059,2016-05-07,6117,4.76999998092651,1190,250,2810
8053475328,2016-05-11,12209,9.39999961853027,1189,251,2809
6290855005,2016-05-06,6116,4.61999988555908,1135,305,2806
1644430081,2016-04-18,7132,5.19000005722046,1271,169,2806
8583815059,2016-05-11,8701,6.78999996185303,1106,253,2804
7086361926,2016-05-10,14433,10.789999961853,1182,201,2800
8378563200,2016-05-07,4468,3.53999996185303,851,158,2799
1644430081,2016-05-10,9167,6.65999984741211,1254,186,2799
6775888955,2016-04-18,8294,5.94999980926514,1233,207,2798
2022484408,2016-05-10,12798,8.97999954223633,1084,356,2797
6290855005,2016-04-22,6238,4.71999979019165,1138,302,2796
8053475328,2016-04-29,12315,9.64999961853027,1215,225,2794
2022484408,2016-04-26,10119,7.19000005722046,1086,354,2793
8877689391,2016-05-01,10930,8.31999969482422,1226,214,2786
4020332650,2016-05-09,4556,3.26999998092651,1225,181,2785
4702921684,2016-04-26,6108,4.94999980926514,765,225,2784
6290855005,2016-04-16,8301,6.28000020980835,1182,258,2783
2022484408,2016-04-17,15112,11.3999996185303,1052,388,2782
7086361926,2016-04-26,10387,7.07000017166138,726,235,2781
8792009665,2016-04-28,6157,3.94000005722046,714,310,2780
7086361926,2016-04-12,11317,8.40999984741211,745,218,2772
6290855005,2016-04-25,7802,5.90000009536743,1180,260,2771
2022484408,2016-04-18,14131,10.0699996948242,1078,362,2770
6290855005,2016-04-18,6885,5.21000003814697,1169,271,2766
8053475328,2016-05-09,12465,9.38000011444092,1214,226,2765
7007744171,2016-04-21,13744,9.1899995803833,1049,391,2763
8877689391,2016-04-18,11423,8.67000007629395,1215,225,2761
8583815059,2016-04-28,6174,4.82000017166138,1209,231,2757
5577150313,2016-05-04,5206,3.89000010490417,631,175,2755
7086361926,2016-05-02,10052,6.80999994277954,737,231,2754
7086361926,2016-05-03,10288,6.76000022888184,761,245,2754
7086361926,2016-04-25,10091,6.82000017166138,706,237,2752
2022484408,2016-05-03,12183,8.73999977111816,1104,336,2752
1644430081,2016-04-15,5263,3.82999992370605,1263,177,2750
8792009665,2016-04-23,5245,3.35999989509583,795,285,2748
6290855005,2016-04-27,5565,4.21000003814697,1153,287,2743
7086361926,2016-04-18,9827,6.71000003814697,1136,226,2743
7007744171,2016-04-13,12862,9.64999961853027,1101,339,2742
8378563200,2016-04-24,3703,2.94000005722046,734,135,2741
7086361926,2016-05-07,12827,8.47999954223633,621,271,2739
7086361926,2016-05-11,9572,6.51999998092651,757,225,2735
7086361926,2016-04-14,9123,6.11999988555908,787,256,2734
2022484408,2016-04-30,18387,12.9099998474121,1043,397,2732
7086361926,2016-05-01,12390,8.06999969482422,685,303,2730
4702921684,2016-04-21,6530,5.30000019073486,901,189,2729
6290855005,2016-05-02,6781,5.13000011444092,1172,268,2725
6290855005,2016-05-04,5832,4.40999984741211,1168,272,2718
6290855005,2016-05-08,7706,5.82999992370605,1189,251,2712
2022484408,2016-05-09,13379,9.39000034332275,1061,379,2709
4020332650,2016-05-06,4369,3.13000011444092,855,177,2704
6290855005,2016-04-24,5896,4.46000003814697,1182,258,2703
6290855005,2016-04-20,6361,4.80999994277954,1182,258,2701
8877689391,2016-04-29,9733,7.3899998664856,1207,233,2698
1644430081,2016-05-01,6132,4.46000003814697,908,173,2696
8583815059,2016-04-16,5319,4.15000009536743,1440,0,2693
7086361926,2016-04-27,11107,8.34000015258789,829,206,2693
1624580081,2016-05-01,36019,28.0300006866455,1020,420,2690
6290855005,2016-04-28,5731,4.32999992370605,1185,255,2687
8378563200,2016-05-08,2943,2.32999992370605,621,139,2685
8583815059,2016-05-06,5843,4.55999994277954,1250,190,2683
6290855005,2016-05-05,6339,4.78999996185303,1201,239,2682
1644430081,2016-04-23,6637,4.82999992370605,1265,175,2677
6290855005,2016-05-03,6047,4.57000017166138,1200,240,2671
2347167796,2016-04-16,22244,15.0799999237061,968,406,2670
7007744171,2016-04-14,11179,8.23999977111816,1096,344,2668
8583815059,2016-04-19,5697,4.44000005722046,1257,183,2668
7007744171,2016-04-24,11085,7.42000007629395,1021,419,2667
4558609924,2016-05-08,6543,4.32999992370605,1019,339,2666
6290855005,2016-04-23,0,0.0,1407,33,2664
8378563200,2016-04-30,2946,2.33999991416931,780,121,2660
8053475328,2016-04-22,10520,8.28999996185303,1260,180,2655
7086361926,2016-05-04,10988,8.3100004196167,843,192,2655
8583815059,2016-04-13,5571,4.34999990463257,1252,188,2654
6117666160,2016-04-23,11495,8.68000030517578,468,512,2651
8583815059,2016-04-12,5014,3.91000008583069,1237,203,2650
2022484408,2016-05-04,11768,8.28999996185303,1105,335,2649
8583815059,2016-04-20,5273,4.1100001335144,1246,194,2647
4020332650,2016-05-11,3689,2.65000009536743,1296,144,2645
5577150313,2016-05-06,4950,3.70000004768372,1304,136,2643
7007744171,2016-05-02,13041,9.18000030517578,1112,328,2642
2022484408,2016-04-22,12954,9.32999992370605,1105,335,2638
1927972279,2016-04-26,3761,2.59999990463257,1058,192,2638
6117666160,2016-05-05,9799,7.40000009536743,479,487,2636
2347167796,2016-04-23,16901,11.3699998855591,591,427,2629
7086361926,2016-04-29,7881,4.94999980926514,1198,242,2616
6290855005,2016-05-07,5510,4.17000007629395,1213,227,2613
2022484408,2016-04-29,10245,7.19000005722046,1098,342,2611
2022484408,2016-05-05,11895,8.35000038146973,1112,328,2609
6117666160,2016-04-19,11135,8.40999984741211,425,480,2606
2022484408,2016-04-13,12024,8.5,1100,340,2601
8583815059,2016-05-01,4512,3.51999998092651,1311,129,2596
6775888955,2016-04-26,7091,5.26999998092651,1321,119,2584
1644430081,2016-05-02,3758,2.73000001907349,682,156,2580
6117666160,2016-04-27,9411,7.1100001335144,417,458,2576
4388161847,2016-04-17,4660,3.57999992370605,721,201,2572
8378563200,2016-04-17,2132,1.69000005722046,599,93,2572
6962181067,2016-04-23,20031,13.2399997711182,484,446,2571
6117666160,2016-04-29,9592,7.23999977111816,479,461,2560
6290855005,2016-04-12,4562,3.45000004768372,1241,199,2560
7007744171,2016-05-06,11459,7.67000007629395,1136,304,2553
5577150313,2016-04-13,5077,3.78999996185303,776,170,2551
8583815059,2016-04-25,4503,3.50999999046326,1294,146,2547
2022484408,2016-05-11,13272,9.31999969482422,1133,307,2544
6117666160,2016-04-20,10449,8.02000045776367,587,385,2536
8583815059,2016-04-18,3864,3.00999999046326,1309,131,2536
7086361926,2016-05-08,10677,7.09999990463257,695,206,2534
4319703577,2016-05-05,13658,9.48999977111816,957,389,2530
2022484408,2016-04-24,13481,10.2799997329712,1161,279,2529
2022484408,2016-04-15,11034,8.02999973297119,1122,318,2525
8583815059,2016-05-04,3588,2.79999995231628,1440,0,2516
7086361926,2016-04-13,5813,3.61999988555908,744,212,2516
6775888955,2016-04-14,5162,3.70000004768372,863,143,2507
1927972279,2016-05-02,3790,2.61999988555908,1322,118,2505
8583815059,2016-04-15,3430,2.6800000667572,1375,65,2505
1927972279,2016-04-23,2945,2.03999996185303,1295,145,2499
4445114986,2016-05-11,9105,6.1100001335144,622,288,2499
1644430081,2016-04-29,3176,2.30999994277954,1193,120,2498
2022484408,2016-05-06,10227,7.17999982833862,1104,336,2498
1644430081,2016-04-25,3580,2.59999990463257,1337,103,2497
4445114986,2016-04-15,7198,4.82999992370605,711,350,2496
6775888955,2016-05-06,4697,3.36999988555908,1318,122,2496
1644430081,2016-04-27,3032,2.20000004768372,1322,118,2489
2022484408,2016-04-19,11548,8.52999973297119,1152,288,2489
5577150313,2016-05-09,3421,2.55999994277954,1099,115,2489
4558609924,2016-04-21,13743,9.07999992370605,844,459,2486
6775888955,2016-04-25,6474,4.6399998664856,1302,138,2484
2022484408,2016-05-02,10379,7.28999996185303,1119,321,2473
2022484408,2016-04-25,11369,8.01000022888184,1171,269,2470
6117666160,2016-05-07,7336,5.53999996185303,456,412,2469
7086361926,2016-04-21,9469,6.17999982833862,758,231,2463
1644430081,2016-05-05,4363,3.19000005722046,1341,99,2463
2022484408,2016-04-27,10159,7.13000011444092,1119,321,2463
6117666160,2016-04-26,9543,7.21000003814697,1077,359,2450
8583815059,2016-04-14,3135,2.45000004768372,1306,134,2443
8583815059,2016-04-17,3008,2.34999990463257,1440,0,2439
4445114986,2016-04-22,6831,4.57999992370605,706,317,2432
1644430081,2016-04-20,2436,1.76999998092651,1315,125,2430
4445114986,2016-05-08,7303,4.90000009536743,733,316,2423
4445114986,2016-05-03,7502,5.17999982833862,725,265,2421
8792009665,2016-04-22,4068,2.59999990463257,817,216,2419
1644430081,2016-04-24,3321,2.41000008583069,1351,89,2413
1927972279,2016-05-01,2704,1.87000000476837,1355,85,2411
6117666160,2016-04-22,8206,6.19999980926514,413,402,2409
8053475328,2016-04-30,7135,5.59000015258789,1281,159,2408
6775888955,2016-04-13,4053,2.91000008583069,1053,120,2400
7086361926,2016-04-15,8585,5.67000007629395,864,190,2395
2022484408,2016-04-12,11875,8.34000015258789,1157,283,2390
7086361926,2016-05-05,8564,5.59999990463257,1253,187,2386
1927972279,2016-05-06,2091,1.45000004768372,1332,108,2383
7007744171,2016-04-17,8059,5.3899998664856,1135,305,2383
1927972279,2016-04-14,2163,1.5,1292,97,2383
2022484408,2016-05-01,10538,7.40000009536743,1142,298,2380
4319703577,2016-04-28,10817,7.28000020980835,552,380,2367
4445114986,2016-04-30,6222,4.17999982833862,797,290,2363
6117666160,2016-05-01,8915,6.73000001907349,525,397,2361
4445114986,2016-04-27,7243,5.03000020980835,839,227,2361
6962181067,2016-05-10,15448,10.210000038147,626,371,2361
1927972279,2016-04-28,1675,1.1599999666214,1167,95,2351
2347167796,2016-04-19,6711,4.44000005722046,648,389,2346
4319703577,2016-05-09,10378,6.96000003814697,490,390,2345
1644430081,2016-04-22,3673,2.67000007629395,1354,86,2344
2347167796,2016-04-12,10113,6.82999992370605,964,361,2344
1927972279,2016-05-04,1786,1.24000000953674,1353,87,2338
4445114986,2016-05-02,6910,4.75,667,231,2336
5553957443,2016-05-10,16358,10.710000038147,707,366,2335
4319703577,2016-04-27,10780,7.23000001907349,680,353,2324
1927972279,2016-04-24,2090,1.45000004768372,1358,82,2324
5553957443,2016-04-14,17022,11.1199998855591,693,358,2324
6775888955,2016-05-01,2487,1.77999997138977,1347,93,2319
4319703577,2016-04-25,9259,6.21000003814697,544,398,2314
2022484408,2016-04-14,10690,7.5,1148,292,2312
4057192912,2016-04-13,5974,4.46999979019165,1280,160,2306
6117666160,2016-04-24,7623,5.76000022888184,711,362,2305
4319703577,2016-04-14,10210,6.88000011444092,589,349,2302
8792009665,2016-05-03,2421,1.54999995231628,739,156,2297
2022484408,2016-04-28,10140,7.11999988555908,1123,317,2296
4445114986,2016-04-26,6326,4.40999984741211,839,210,2291
4057192912,2016-04-12,5394,4.03000020980835,1276,164,2286
7007744171,2016-04-23,8093,5.40999984741211,1190,250,2284
5553957443,2016-04-19,15482,10.1099996566772,756,346,2284
4319703577,2016-05-04,10429,7.01999998092651,1106,334,2282
4445114986,2016-05-09,5275,3.53999996185303,641,266,2281
6775888955,2016-04-30,2503,1.78999996185303,1344,96,2280
6117666160,2016-04-30,6987,5.28000020980835,1040,343,2275
5553957443,2016-05-09,11611,7.57999992370605,667,332,2272
4319703577,2016-05-02,9261,6.23999977111816,585,355,2270
4319703577,2016-05-06,9524,6.42000007629395,692,331,2266
4558609924,2016-05-05,10611,7.01000022888184,1048,392,2262
4319703577,2016-05-10,9487,6.36999988555908,555,344,2260
6962181067,2016-04-29,10762,7.1100001335144,645,396,2254
5553957443,2016-04-15,16556,10.8599996566772,689,335,2254
6117666160,2016-05-08,7328,5.53000020980835,517,318,2250
4445114986,2016-04-18,6155,4.23999977111816,1247,193,2248
4445114986,2016-04-24,5002,3.35999989509583,1196,244,2247
4445114986,2016-05-01,5232,3.50999999046326,741,240,2246
4702921684,2016-04-22,1664,1.35000002384186,1341,72,2241
2873212765,2016-04-22,7286,4.90000009536743,1028,412,2241
4319703577,2016-04-26,9899,6.6399998664856,649,317,2236
4319703577,2016-05-03,9648,6.46999979019165,669,321,2235
4319703577,2016-05-11,9129,6.13000011444092,574,332,2232
1927972279,2016-05-07,1510,1.03999996185303,1392,48,2229
6117666160,2016-04-17,7150,5.40000009536743,702,312,2225
7007744171,2016-05-01,5600,3.75,1142,237,2225
4558609924,2016-04-25,8095,5.34999990463257,993,368,2225
6775888955,2016-04-16,4732,3.39000010490417,1377,63,2225
4558609924,2016-05-09,11451,7.57000017166138,1065,375,2223
4558609924,2016-04-26,9148,6.05000019073486,1062,336,2223
1644430081,2016-05-04,2309,1.67999994754791,1388,52,2222
1927972279,2016-04-15,980,0.680000007152557,941,51,2221
1927972279,2016-04-12,678,0.469999998807907,734,55,2220
4319703577,2016-04-20,8954,6.01000022888184,671,324,2220
8253242879,2016-04-21,11268,8.5600004196167,1199,241,2218
4445114986,2016-05-06,4514,3.02999997138977,809,229,2211
4020332650,2016-05-02,475,0.340000003576279,1350,42,2207
4445114986,2016-04-28,4493,3.00999999046326,762,236,2203
4319703577,2016-04-19,8925,5.98999977111816,604,311,2200
2347167796,2016-04-20,10999,7.26999998092651,1011,323,2198
4445114986,2016-04-29,4676,3.14000010490417,1106,226,2196
1927972279,2016-05-03,1326,0.920000016689301,1413,27,2195
4445114986,2016-04-14,3974,2.67000007629395,717,231,2194
2347167796,2016-04-27,11423,7.57999992370605,623,330,2194
6962181067,2016-04-25,13239,9.27000045776367,637,348,2194
8877689391,2016-05-02,4790,3.64000010490417,1335,105,2189
8792009665,2016-04-20,3147,2.00999999046326,744,149,2188
2347167796,2016-04-24,9471,6.26000022888184,584,360,2187
4558609924,2016-04-28,9451,6.25,985,379,2185
6962181067,2016-04-28,12627,8.35000038146973,621,334,2182
4445114986,2016-05-10,3915,2.63000011444092,783,231,2181
4445114986,2016-04-16,3945,2.65000009536743,716,225,2180
6962181067,2016-04-21,11835,9.71000003814697,708,294,2179
2022484408,2016-04-16,10100,7.09000015258789,1237,203,2177
6290855005,2016-05-09,6277,4.75,800,264,2175
4319703577,2016-04-29,7990,5.3600001335144,624,313,2175
6962181067,2016-04-20,13928,9.55000019073486,639,349,2174
